,query,address,resptype,qname,qcontent,acontent
10,복통,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70103&docId=333236124&qb=67O17Ya1&enc=utf8&section=kin.qna&rank=11&search_sort=0&spq=0,1,머리 충격 후 얼굿 붓기 또는 복통,막대기로 머리쪽을 수차례 가격당했습니다... 머리에 혹이 아기 주먹만하게 생기고 얼굴이 부었습니다. 그리고 복통이 옵니다. 증상이 뭘까요 병원에 가봐야겠죠,외상때문에 발생한것으로 특히 복통이 심하다면 복막염의 발생도 가능하므로 병원을 방문하세요
11,복통,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70103&docId=333565043&qb=67O17Ya1&enc=utf8&section=kin.qna&rank=12&search_sort=0&spq=0,1,맹장염 수술 후 복통,"제가 8월 3일에 맹장염 확진 판정을 받고 바로 수술을 받았습니다. 그리고 13일에 실밥을 풀었는데, 실밥 푼 이후로 원래 맹장염 때 아팠던 자리가 계속 아픕니다. 지속적으로 아프지는 않고 2시간 마다 아픈데, 누르면 더 아파서 큰병이 아닌지 걱정이 됩니다. 마지막으로 소변을 볼때도 방광 쪽이 살짝 아립니다.충수돌기를 떼어냈는데도 복통이 생기는 이유를 모르겠습니다. 답변 부탁드립니다.",안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다. 주치의 진찰 받고 면담 하고 치료 계획 세우세요. 간혹 그런 경우가 있어요.
12,복통,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=7010102&docId=322608863&qb=67O17Ya1&enc=utf8&section=kin.qna&rank=13&search_sort=0&spq=0,1,"위경련후에 계속되는복통토요일에 위경련,위염 증세로 응급실두번갔었구요약도타와서 먹고있는데3일지난 오늘도 계속아픕니다ㅜㅜ원래 이렇게 통증이 오래가나요?",,"안녕하세요. 하이닥-네이버 지식iN 상담의 배재준 입니다.약을 먹어도 지속되는 복통, 위경련 증상의 경우 단순 위염이 아닌 위궤양 및 십이지장 궤양의 증상일 수 있고 다른 담낭 및 췌장부위 염증에 의한 통증일 수 있습니다.증상이 계속 지속된다면 위내시경, 복부초음파 등의 검사가 필요할 수 있으니 가까운 병의원을 방문하여 상담받으시길 권합니다.감사합니다.  알아두세요!  1.질문자의 정보 참조 용도로 활용 가능하며, 정확한 개인 증상 파악은 의료 기관 내방을 통해 진행하시기 바랍니다. 2.상담의사의 최종적인 의학적 소견을 나타낸 것이 아니며, 답변을 제공한 개인 및 사업자의 법률적 책임이 없음을 알려드립니다. 3.시의적, 물리적 환경에 따라 변경된 의학적 이견을 가질 수 있으며, 의학적 소견이 상이한 여러 의견을 모두 수렴하지는 않습니다. 위 답변은 답변작성자가 경험과 지식을 바탕으로 작성한 내용입니다. 포인트로 감사할 때 참고해주세요.   2019.03.05."
13,복통,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70122&docId=335222543&qb=67O17Ya1&enc=utf8&section=kin.qna&rank=14&search_sort=0&spq=0,1,넘어진후 복통,오늘 체육시간에 트랩을 하다가 미끄러져서 앞으로 바닥에 넘어졌는데 넘어진 직후 엄청 배꼽과 가슴 중간쪽 배가 땡기고 엄청아픈데 지금도 복통이 있지만 아까보다는 덜아픕니다 넘어진후에 복통이 생긴건 처음이라 이유를 모르겠습니다ㅜ 복통이 생긴이유가뭔가요..?,답변 드리겠습니다
14,복통,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70401&docId=333482413&qb=67O17Ya1&enc=utf8&section=kin.qna&rank=15&search_sort=0&spq=0,1,설사 복통의 약복용 질문 합니다,"일주일 넘게 복통과 설사로 고생중입니다.총 세군데의 병원에서 약을 처방받아 스멕타와 함께 복용중인데, 횟수는 줄었지만아직도 복통과 설사가 멈추지 않습니다.그저께 처방받은 약은 포리부틴정, 한미알마게이트정, 티로파정 인데설사가 계속되 정로환을 먹어보려고 합니다. 처방받은 약들과 함께 복용해도 될까요?","안녕하세요. 네이버 지식iN 상담 약사 정일영 입니다.   스멕타는 다른 약들과 함께 드시면 안 되고, 스멕타를 식사 1시간 전에 미 리 드시고, 식사후 30분 뒤에 나머지 약을 드셔야 합니다. 저 약들과 정로환은 같이 드시지 마세요. 약은 최소량으로 효과를 보는 것이 가장 바람직합니다."
15,복통,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70101&docId=328929505&qb=67O17Ya1&enc=utf8&section=kin.qna&rank=16&search_sort=0&spq=0,1,복통 및 허리 통증 관련,"안녕하세요 20대 후반 남성입니다.각설하고 통증이 시작된지는 4개월 정도 되었습니다.꾸준히 심해지고 있어 병원을 가보아야겠다는 생각은 하고 있는데 가보기조차 무서워서 고민중입니다...아픈 부위는 배꼽과 왼쪽 옆구리 사이가 전체적으로 통증이 심해지고 있고,엉덩이 바로 위쪽 왼쪽 허리 부분도 마찬가지입니다.그와는 별개로 왼쪽 허벅지 부분도 저릿저릿한게 조금씩 심해지고 있구요.....인터넷을 찾아보니 신장쪽 문제일 확률이 높다고 하는데 큰 병원을 가보아야하는걸까요....혹시 디스크등의 허리 통증일지라도 복통이 따라올 수 있는건가요...?",안녕하세요. 하이닥-네이버 지식iN 상담의 박찬도 입니다.   내부장기의 문제와 척추질환 가능성이 모두 있어보입니다. 일단 내과진료를 먼저 받아보시고 이상이 없다고 하면 척추진료를 받아보셔야 하겠습니다.    허리디스크의 경우 흔하지는 않지만 복통을 동반할 수도 있답니다.    답변이 도움이 되셨길 바랍니다. 감사합니다.
16,복통,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=7011403&docId=329330357&qb=67O17Ya1&enc=utf8&section=kin.qna&rank=17&search_sort=0&spq=0,1,생리 끝났는데 복통,"주기는 5일이고 화요일에 시작해서 어제 끝났어요 혈도 안나오고 분비물도 안나오는데  생리직전 배가 싸한것처럼 아파요,,,왜그런거죠 변비증상 없고 자극적인걸 먹지도 않았고  평소랑 똑같이 먹고 자고 싸고 했는데 왜아픈거죠ㅠ  ㅠ   대변 마려울때와는 다른 느낌의 복통이에요  원래 배란통이 있어서 아는데 그런 느낌이에요ㅠ  ㅠ","안녕하세요. 하이닥-네이버 지식iN 상담의 최동석 입니다.  생리가 끝났음에도 복통이 계속되어 걱정이 많으시군요. 답변 드리겠습니다.     복통의 원인은 내외과적 원인을 포함하여 다양한 이유가 존재합니다. 또한 스트레스나 신경성 등을 원인으로 일시적으로 발생하기도 합니다.  하지만 내외과적 원인이 아님에도 계속해서 하복부의 압박감이 진행되신다면, 자궁·난소의 건강 상태를 체크해 보시는 것을 추천 드리고 싶습니다. 여성 질환의 대표적인 증상이 바로 하복부의 통증이기 때문입니다.     자궁근종, 난소낭종, 자궁폴립이 대표적인 여성 질환은, 대개 양성을 띠고 있어 병변이 발생된다 하더라도 당장 생명에 지장을 받는 경우는 드뭅니다. 그러나 방치 시 질환의 심화로 증상이 발생할 수 있으며, 난임과 불임의 원인이 될 수 있기에 조기 진단·적기 치료를 진행하는 추세입니다.  여성 질환의 대표적인 증상은 통증 증상(생리통, 복통, 요통, 성교통, 골반통 등), 생리 관련 증상(하혈, 빈발 월경, 부정 출혈, 과다 월경, 무월경 등), 하복부의 압박감과 배뇨/배변의 불편감 등이 있습니다.     여성질환은 정확한 검진을 통한 전문의의 진단이 필요합니다. 증상이 계속된다면 완화를 기다리시기보다 우선 자궁·난소 보존치료 전문 산부인과에 내원하시어 원인 파악을 선행하시길 추천드리고 싶습니다.     제 답변이 도움이 되셨기를 바라며, 쾌유를 기원합니다.   감사합니다."
17,복통,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70404&docId=323022477&qb=67O17Ya1&enc=utf8&section=kin.qna&rank=18&search_sort=0&spq=0,1,감기약 복통,오한 발열 목따가움 으로 병원갔는데 독감 검사받고 b형독감이라고 하더라고요 옛날에 감기약을 빈속에먹었다가 복통이 오고나서식 후 감기약만 면으면 복통이 엄청 심합니다 병원이나 약국에서는 위장약을 줬는데 그거랑 같이 먹어도 복통이 엄청심했었습니다현재 앓고있는 질병은 역류성식도염이랑 과민성대장염 있습니다.독감으로 약을 처방받았는데 복통을 일으킬만한 약이있는지 확인 부탁드립니다 한미플루캡술75mg트라몰서방정 650mg록세핀정 모사로정움카민정코데날정리베원정10mg,"안녕하세요. 네이버 지식iN 상담 약사 정은주 입니다.복통을 일으킬 만한 약도 포함되어 있고,위장장애를 줄일 목적의 약도 포함되어 있습니다.같은 약도 사람마다 반응이 다를 수 있기 때문에 일단 한 번 복용해보시고 나타나는 증상에 따라추후 복용 계획을 조절하시기를 권합니다. 문의에 도움이 되었기를 바랍니다.   알아두세요!  1.질문자의 정보 참조 용도로 활용 가능하며, 정확한 개인 증상 파악은 의료 기관 내방을 통해 진행하시기 바랍니다. 2.본 답변은 약학적 정보에 기초한 답변으로, 의학적 진단을 대체하거나 질병의 근본적인 치료를 대신하지 못합니다. 3.상담약사의 최종적인 약학적 소견을 나타낸 것이 아니며, 답변을 제공한 개인 및 사업자의 법률적 책임이 없음을 알려드립니다. 4.시의적, 물리적 환경에 따라 변경된 약학적 이견을 가질 수 있으며, 약학적 소견이 상이한 여러 의견을 모두 수렴하지는 않습니다. 위 답변은 답변작성자가 경험과 지식을 바탕으로 작성한 내용입니다. 포인트로 감사할 때 참고해주세요.   2019.03.13."
18,복통,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70104&docId=332768773&qb=67O17Ya1&enc=utf8&section=kin.qna&rank=19&search_sort=0&spq=0,1,"과식, 체한 후 복통 질문",과식을 하거나 음식을 빨리 먹어서 체했을 때 복통을 느끼고 설사를 하는 경우가 있잖아요?근데 제가 알기로는 음식을 먹고 소화를 시켜서 대변으로 배출하기까지  9시간 이상 걸리는 것으로 알고 있는데 복통을 느끼는 경우에는 우리 몸이 긴급상황을 파악하고 설사를 통해서 빨리 배출하는 건가요?9시간 이상 걸리는 일이 어떻게 단시간만에 발생하는지 궁금하네요,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 이무혁 입니다.   - 과식으로 설사는 아니고..   - 상한 음식물로 인해서           배탈 ( 보통 세균성 식중독)이 나는 것은          독소로 인한 위장자극으로 위장이 방어기능으로 빨리 몰아내는 설사로 이어집니다.   - 상한 음식물섭취하면        세균이 증식하는  3시간 정도 후에 복통 발생..+ 설사로 이어짐,"
19,복통,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=7010102&docId=314534492&qb=67O17Ya1&enc=utf8&section=kin.qna&rank=20&search_sort=0&spq=0,1,장천공 수술 후 식욕감퇴 및 심한 복통 호소,"올해 10월에 아버님이 장천공 수술을 하시고 2주 정도 입원 후 퇴원 하셨다가 다시 장루가 나오지 않고 복통이 심해지는 장 유착 증상으로 재입원하셔서 일주일 정도 입원 후 퇴원하셨습니다. 퇴원 후 10일 정도 지나고 부터 복통이 심해져서 정기검진 기간에 병원 수술의에게 진료를 받고 복통이 심하다고 얘기 했는데 가스가 차서 그렇다고 별 다른 조치를 해주지 않았습니다. 병원 진료 후에도 복통이 심하신데 무슨 원인인지, 어떻게 조치를 해야하는지 궁급합니다.","안녕하세요. 하이닥-네이버 지식iN 상담의 심원섭 입니다. 수술하신지 얼마되지 않아 장기능이 떨어지면 원인 없이도 가스가 장에 잘 차고 소화도 안되며 복통 증상이 잘 생길 수 있습니다. 수술 후유증이기보다 회복의 과정이라고 생각하시면 됩니다. 정확히 무슨 수술을 받으셨는지는 모르나 복부수술을 받게 되면 장이 원래자리가 아닌 자리에 있게 되고 회복되려면 장이 원래 있던 자리로 가야 해서 이 과정에서 질문자님이 문의하신 증상들이 잘 생깁니다. 약물치료를 현재도 하시는지 모르겠으나 약물치료와 병행해서 저잔사식이라는 것이 도움이 됩니다. 아래는 저잔사직에 대한 설명이니 참고하시기 바랍니다. 저잔사식  ☆ 용도 및 목적궤양성 대장염, 크론병과 같은 염증성 장질환 및 부분적 장폐색 환자들의 급성 악화기, 장수술 전후에 적용된다.대변의 양과 빈도를 줄여 장에 대한 자극을 감소시키기 위하여 섬유소 함량이 중정도 혹은 그 이상인 식품과 섬유소의 함량은 적지만 대변의 용적을 늘리는 식품은 제한하는 식사이다.  ☆ 식사 원칙- 부드러운 음식으로 하루 4~6회 나누어 식사합니다.- 만약 하루섭취량이 필요량보다 부족한 경우에는 영양보충음료를 간식으로 드셔도 좋습니다.- 충분한 단백질 섭취를 위해 부드러운 살코기나 생선, 두부, 계란 등을 매끼 섭취합니다.- 채소반찬은 질기지 않은 채소로 선택하고 무르게 조리하여 섭취합니다.- 과일은 잘 익고 부드러운 것으로 하루 1-2회 정도 섭취합니다.- 기름은 식물성 기름으로 적당량 사용합니다.- 카페인과 탄산음료는 피합니다.- 자극성이 강한 향신료나 조미료는 피합니다.- 보리, 현미, 콩 등의 잡곡 대신 쌀밥을 섭취합니다.- 생과일 대신 과일통조림이나 과일쥬스를 마십니다.- 식욕이 저하된 경우에는 소량씩 자주 섭취합니다.- 수분을 충분히 섭취합니다.- 호두, 잣, 땅콩 등의 견과류와 참깨, 들개 등의 종실류 섭취를 제한합니다.- 유당불내증이 있는 경우 우유를 제한하고 그렇지 않은 경우 우유 및 유제품은 하루 2컵 이하로 제한합니다.- 섬유소 함량은 1일 8-10g 이하로 합니다.  ☆ 유의사항- 설사, 복통, 혈변의 증상이 가라앉고 차츰 회복기에 접어들 때에는 저잔사식에서 점차 정상식으로 옮겨가면서 통증이나 불편을 주는 식품만 선별적으로 제한하도록 한다.- 저 잔사식을 장기간 계속할 경우 정상적인 장운동을 위축시키고 변비를 초래하며 증상을 악화시킬 수 있다.- 비타민 C, 엽산 및 무기질 등이 결핍될 수 있으므로 보충이 필요할 수 있다.         ☆ 권장식품과 주의식품         권장식품 주의식품 곡류 쌀밥, 찹쌀밥, 흰식빵, 국수, 으깬 감자 보리, 현미, 율무, 팥 등 잡곡류, 콩류, 고구마, 옥수수, 통밀빵, 포테토칩, 팝콘, 미숫가루 어,육류 연한쇠고기, 돼지고기, 계란, 두부, 닭고기(껍질제외), 생선(껍질제외) 질긴 육류, 햄류, 조개류, 콩류, 비지 채소류 잘 익힌 시금치, 애호박, 당근, 배추, 무, 양파, 가지, 숙주, 양송이, 가지(껍질제외), 양상치, 야채쥬스 모든 생채소(양상치 제외), 허용식품 이외의 채소(도라지, 근대, 더덕, 연근, 고사리, 콩나물, 우엉 등), 건조된 채소(무말랭이, 건호박 등), 김치류, 부추 등 과일류 잘익은 바나나, 과일통조림(복숭아, 포도 등), 과일쥬스, [사과, 복숭아, 귤, 자몽, 포도(씨 제외), 메론(씨 제외), 참외(씨 제외)] 모든 생과일(바나나 제외), 건조된 과일(대추, 곶감, 건포도 등), [감, 배, 오렌지, 키위, 토마토, 딸기, 파인애플, 설익은 과일 유제품 우유, 요플레(딸기제외), 푸딩, 아이스크림(과일, 땅콩제외), 두유 과일, 견과류가 함유된 유제품 지방류 식용유, 참기름, 들기름, 버터, 마가린, 마요네즈 샐러드 드레싱, 깨, 땅콩버터, 견과류(땅콩, 호두, 잣, 아몬드, 해바라기씨 등) 해조류 김(1장) 미역, 다시마, 파래 조미료 소금, 간장, 식초, 설탕, 꿀, 물엿 과량의 된장, 고추장, 고춧가루, 겨자 등 기타 그*비아, 뉴*어, 엔*어 등 김밥, 생선회, 민간요법 등   기본적으로 소화잘되는 음식, 그리고 대변의 양이 적은 음식입니다. 증상개선에 도움이 되실 수 있으니 한번 시도하시고 병행해서 약물치료도 더 해보시기 바랍니다. 항상 건강하십시오.감사합니다.            심원섭      외과 전문의      건강한미래항외과의원 031-414-8275   학력/자격 : 건국대학교 의학전문대학원 외래 초빙 교수 전공 : 대장항문외과      예약     홈페이지     위치       알아두세요!  1.질문자의 정보 참조 용도로 활용 가능하며, 정확한 개인 증상 파악은 의료 기관 내방을 통해 진행하시기 바랍니다. 2.상담의사의 최종적인 의학적 소견을 나타낸 것이 아니며, 답변을 제공한 개인 및 사업자의 법률적 책임이 없음을 알려드립니다. 3.시의적, 물리적 환경에 따라 변경된 의학적 이견을 가질 수 있으며, 의학적 소견이 상이한 여러 의견을 모두 수렴하지는 않습니다. 위 답변은 답변작성자가 경험과 지식을 바탕으로 작성한 내용입니다. 포인트로 감사할 때 참고해주세요.   2018.11.16."
20,복통,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70119&docId=334957064&qb=67O17Ya1&enc=utf8&section=kin.qna&rank=21&search_sort=0&spq=0,1,복통 동반한 허리통증인데요ㅠ,요즘 성관계를 좀 많이 갖기도 했고 원래 허리가 안 좋기도 했는데 요즘 갑자기 요 몇 일 많이 한 날 이후로 허리도 엄청 아프고 복통이 있는데 대변이 마려울듯 하다가 안 마렵고 계속 아프고 화장실을 와도 볼 일은 못 보구요ㅜㅜ허리도 너무 아프고 왜 그런건가요ㅠㅠ,안녕하세요. 하이닥-네이버 지식iN 상담의 엄지혜 입니다.
21,복통,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70404&docId=313886746&qb=67O17Ya1&enc=utf8&section=kin.qna&rank=22&search_sort=0&spq=0,1,"비타민 먹은 후 위통/복통 질문드립니다아로X민 골드를 먹고있는데, 위염이 매년 두어번은 생기는 편이어서 공복에는 안 먹고 꼭 식후에 먹습니다.그런데도 세번에 한번 정도는 섭취하고 좀 있다가 위통이나 불편감이 옵니다. 최근에는 위염 없었고, 자극적인 음식 먹지도 않았고, 스트레스가 많지 않아서 왜인지 생각해보면 평소랑 다른건 비타민 밖에 없습니다위장장애가 올 수 있는지 여부도 비타민마다 다른가요? 다른 비타민으로 바꾸면 개선이 될지, 아예 안 먹는게 나을지 조언 부탁드립니다. 감사합니다.",,"안녕하세요. 네이버 지식iN 상담 약사 이진엽 입니다.비타민이라고 해서 다 같은 증상이 생기는 것은 아닙니다.그렇기 때문에 본인이 복용중인 비타민에 대해서 의심을 해보셔야 할 거 같은데요일단 복용후 생기는 위통,복통이기 때문에 비타민 복용을 중단하시고전문의에게 진료를 받아 어떠한 원인으로 생기는 통증인지 확인을 하시는게 좋을 것 같습니다.만약 비타민이 문제라면 더이상 복용을 하시면 안됩니다.무작정 다른 제품으로 바꾸기 보다는 검사를 먼저 받아보시는 것을 권장 해드립니다.  알아두세요!  1.질문자의 정보 참조 용도로 활용 가능하며, 정확한 개인 증상 파악은 의료 기관 내방을 통해 진행하시기 바랍니다. 2.본 답변은 약학적 정보에 기초한 답변으로, 의학적 진단을 대체하거나 질병의 근본적인 치료를 대신하지 못합니다. 3.상담약사의 최종적인 약학적 소견을 나타낸 것이 아니며, 답변을 제공한 개인 및 사업자의 법률적 책임이 없음을 알려드립니다. 4.시의적, 물리적 환경에 따라 변경된 약학적 이견을 가질 수 있으며, 약학적 소견이 상이한 여러 의견을 모두 수렴하지는 않습니다. 위 답변은 답변작성자가 경험과 지식을 바탕으로 작성한 내용입니다. 포인트로 감사할 때 참고해주세요.   2018.11.07."
22,복통,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70115&docId=320532127&qb=67O17Ya1&enc=utf8&section=kin.qna&rank=23&search_sort=0&spq=0,1,오른쪽 간 바로 아래 복통이 너무 심해요 .. 걸을 때도 아프고 다리 아빠다리 할려면 다리 들어야되는데 심지어 그마저도 아픕니다.왜 그럴까요 ...,,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 최연철 입니다.갑작스러운 복통으로 많이 힘드실듯 합니다.말씀하신 위치의 통증은 간, 담도, 대장, 주위의 근골격의 이상 등다양한 원인에 의해 통증이 유발될 수 있습니다.지금과 같이 심한 증상이 지속된다면 의료진의 진료를 통해정확한 진단과 치료를 받으시는 것이 좋을 것으로 생각됩니다.질문자님의 쾌유를 빕니다. 감사합니다.  알아두세요!  1.질문자의 정보 참조 용도로 활용 가능하며, 정확한 개인 증상 파악은 의료 기관 내방을 통해 진행하시기 바랍니다. 2.상담의사의 최종적인 의학적 소견을 나타낸 것이 아니며, 답변을 제공한 개인 및 사업자의 법률적 책임이 없음을 알려드립니다. 3.시의적, 물리적 환경에 따라 변경된 의학적 이견을 가질 수 있으며, 의학적 소견이 상이한 여러 의견을 모두 수렴하지는 않습니다. 위 답변은 답변작성자가 경험과 지식을 바탕으로 작성한 내용입니다. 포인트로 감사할 때 참고해주세요.   2019.02.07."
23,복통,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70114&docId=329817150&qb=67O17Ya1&enc=utf8&section=kin.qna&rank=24&search_sort=0&spq=0,1,대략 한 4~5일 전부터 경미한 복통이 있는데요거의 하복부인데 뭔가 자궁통증같은 느낌이 들어요.그때부터 소화가 잘 안된다고 해야하나 제가 통증이 있을때 식사량도 줄고 그러거든요. 근데 이 통증이 나타나는것도 규칙적인게 아니라 갑자기 나타나는 통증이라 조금 힘드네요.생리통 마냥 엄청 아픈것도 아니고 기분나쁘게 살살 아파서 식은땀두 나고 그러는데 생리는 6월 초쯤에 시작해서 이미 끝난 상태라 배란통이 아닐까 의심되어 찾아봤는데 배란통은 2-3일동안 지속될 수 있다고 해서 걱정이 되는데 제가 원래 배란통도 없었고 복막염이나 다른 질병이 아닐까 걱정되는데 병원에 가봐야하나요?만약 간다면 내과로 가야하는지 산부인과로 가야하는지 알려주세요.. 감사합니다,,안녕하세요. 하이닥-네이버 지식iN 상담의 박정인 입니다.   하복부 불쾌감이나 경미한 하복부통증일수 있겠습니다.  하복부통증은 기능성 이상 또는 기질성 이상으로 초래될 수 있습니다.  여성분이시라면 반드시 여성의학크리닉 진료를 받으시길 권해드립니다.  여성의학적으로 이상이 없고 여성의학적 치료를 받으실 필요가 없다는 소견이 우선입니다.  그런 이후에 약이나 처치가 필요한 내과적질환인지 수술이 필요한 외과적질환인지 각  전문과별 치료가 필요합니다.    감사합니다.
24,복통,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=7011403&docId=336278675&qb=67O17Ya1&enc=utf8&section=kin.qna&rank=25&search_sort=0&spq=0,1,경구피임약 복용 후 복통,경구피임약 두번째 팩의 8일차 경구피임약 복용 중 입니다. 그런데 어제부터 아랫배가 생리 할 거 처럼 아픈데 이것도 부작용인가요?질내사정은 첫번째 팩 18일차에 했습니다.,"안녕하세요. 대한산부인과의사회-네이버 지식iN 상담의사 변재광 입니다.   피임약이 복통을 일으키는건 아닙니다. 다른 원인이 있는지 병원 방문해서 확인 바랍니다.   아래는 피임약 복용에 관한 내용입니다. 대부분의 여성들은 마이보라나 멜리안 등과 같은 일반피임약을 처음 복용하기 시작하면서 별다른 증상을 느끼지 않지만, 일부 여성들은 미미하지만 몇 가지 원치 않는 부작용을 경험하기도 합니다.  이러한 증상에는 주기 중간 출혈, 구토증, 유방 긴장감, 두통 등이 있으나, 이는 우리 몸이 호르몬에 적응해가는 단계에서 나타나는 자연스러운 증상으로, 시간이 지남에 따라 점차 사라지게 되므로 안심하시고 꾸준히 복용하는 것이 중요합니다.   그러나 만약 일상생활이 힘들 정도로 심한 불편을 느낀다면 전문의와 상의하신 후 복용을 중단하거나 에스트로겐 함량이 높은 피임약으로 바꾸어 복용하는 것이 좋습니다."
25,복통,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70401&docId=334359535&qb=67O17Ya1&enc=utf8&section=kin.qna&rank=26&search_sort=0&spq=0,1,"복통과 설사로 핀베린정, 티로랙스캡슐 한알씩 공복에 먹으려는데 식후여야 할까요?",,안녕하세요. 네이버 지식iN 상담 약사 정일영 입니다.   식전과 식후에 크게 얽메이지 않고 드셔도 괜찮습니다.
26,복통,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=7010102&docId=334620504&qb=67O17Ya1&enc=utf8&section=kin.qna&rank=27&search_sort=0&spq=0,1,복통은 없는데 설사 가능한가요?,제가 위장이 안좋은데 한달전에 역류성식도염이었다가 저번주부터 배가 조금씩 아프더니 물설사를 해요...7번정도....의사샘은 위궤양먹으면 이런일은 없다고 하시는데 그렇다고 맵고짠더 밀가루 다 귾었는데...병원 두번갔는데 내시경 받을필요는 없다고 해서요...진짜 걱정이에요 고삼인데 대학도 못갈거 같구...근데 이제는 복통은 없고 설사만 계속하는데 이게 가능한가요?,"안녕하세요. 하이닥-네이버 지식iN 상담의 김무웅 입니다.   복통은 없더라도 설사를 하는 경우가 있습니다. 과민성장증후군도 생각을 해보고, 삼투성 설사 가능성도 있습니다   혹은 다른 먹고 있는 음식 및 약물 유발성 설사 가능성도 생각해봐야합니다   진료 받은 병원에서 더 상담 해보는게 좋겠습니다   감사합니다."
27,복통,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=7010102&docId=336459961&qb=67O17Ya1&enc=utf8&section=kin.qna&rank=28&search_sort=0&spq=0,1,프로틴 복통,요즘 프로틴만 먹으면 복통에 너무 힘듭니다.전에 프로틴 먹을때는 이상이 없었는데 골드 스탠다드 웨이로 바꾼뒤 조금만 먹어도 트름 방귀등 가스차고 명치쪽이 너무 아픕니다프로틴 양을 줄여볼까 생각도해봤는데 한모금만 먹어도 이러니... 몸에 안맞는걸까요?왜그롤까요?,안녕하세요. 하이닥-네이버 지식iN 상담의 이상욱 입니다.
28,복통,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70104&docId=322074762&qb=67O17Ya1&enc=utf8&section=kin.qna&rank=29&search_sort=0&spq=0,1,아까 12시쯤에 복통 때문에 화장실을 한 번 갔는데 아무 이상없었어요. 그러고나서 세시쯤에 배가 아파서 화장실에 갔는데 생리할때처럼 피 덩어리가 나왔습니다;; 평소에 피가나거나 변비는 없었구요. 평소에 과민성 대장 증후군이 있는데 관련된건가요?,,"안녕하세요. 대한의사협회·네이버 지식iN 상담의사 성천기 입니다.과민성 대장증후와 출혈은 무관합니다.선홍색 출혈이고 출혈의 양이 많은 것은 항문 출혈 입니다.항문 출혈의 99%는 치질에 위한 것이며, 통증이 없는게 특징입니다.일부 통증을 동반한 출혈은 항문이 찢어진 치열의 출혈입니다.변이 딱딱하면 생기는 일입니다.복통이 동반된 출혈이라면, 장염의 출혈도 생각해봐야 합니다.항문외과를 찾아서 항문 검사를 하시고 여기서 문제점이 없으면대장 내시경 검사가 필요 합니다.결과에 따라서 치료를 상담하세요.장염이면 약물 치료후 기다리면 좋아지고요.치질도 심하지 않으면, 조기 약물 치료가 우선 입니다            성천기      대장, 항문 외과 전문의      항사랑병원 052-269-0975   학력/자격 : 인제대학교 의학박사 전공 : 대장항문외과      예약     홈페이지     위치       알아두세요!  1.질문자의 정보 참조 용도로 활용 가능하며, 정확한 개인 증상 파악은 의료 기관 내방을 통해 진행하시기 바랍니다. 2.상담의사의 최종적인 의학적 소견을 나타낸 것이 아니며, 답변을 제공한 개인 및 사업자의 법률적 책임이 없음을 알려드립니다. 3.시의적, 물리적 환경에 따라 변경된 의학적 이견을 가질 수 있으며, 의학적 소견이 상이한 여러 의견을 모두 수렴하지는 않습니다. 위 답변은 답변작성자가 경험과 지식을 바탕으로 작성한 내용입니다. 포인트로 감사할 때 참고해주세요.   2019.02.26."
29,복통,https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=70401&docId=331192818&qb=67O17Ya1&enc=utf8&section=kin.qna&rank=30&search_sort=0&spq=0,1,복통 약 복용,제가 어제술을마시고 오늘 아침에 해장으로 매운걸 좀 먹었는데요 제가 평소에 과민성대장이 있는데 까먹고 있었다가 지금 복통과 설사가 있어서 집에있는 약으로 제사제먹고 카이로(아세트아미노펜500mg+부틸스코폴라민브롬화물10mg) 을 먹었습니다 그래고 아직복통이 남아서 메부라틴(트리메부틴말레산염150mg)을 추가 복용할려고하는데 괜찮을까요? 주말 저녁이라 병원도 약국도없어서 힘드네요 ㅠㅠ도와주세요 많이아픕니다,"안녕하세요. 네이버 지식iN 상담 약사 정일영 입니다.   어떤 지사제를 드셨는지 모르겠으나, 메부라틴정은 드셔도 괜찮을 것으로 보입니다."
