,주요증상,주소,질문제목,질문내용,답변내용
11,콧물,https://www.hidoc.co.kr/healthqna/view/C0000440433,노란콧물,"저번주 토요일부터 흰콧물과 재채기가 심하더니일욜날부터 후두염과 가래,기침,노란콧물이 심해졌습니다월욜날이빈후과가서 치료받고 항생제를 먹고 있습니다집에 어린애가 있써 네블라이저도 수시로하고 식염수로 코세척도 하고요감기걸린지 5일째인데 노란콧물이 나오고 있습니다 코맹맹이소리도 나구요화욜날 다시 이빈후과에 가니 축농증은 아니라고 의사선생님이 노란콧물 나오면 다 축농증은 아니라하셨구요노란콧물이 언제까지 나올지 걱정입니다지금은 후두염.기침은 조금 나아졌는데 코는 여전히 노란콧물이 나옵니디코도자주 풀어서 코도 아프구요제가 걱정이 많은게 제가 5년전에 코성형을 했는데 자가진피로 했습니다혹시나 감기가 오래되서 노란코가 나와서 코성형한게 염증이 날까 걱정이 됩니다","안녕하세요, 하이닥 응급의학과 상담의 한재병 입니다. 노란코가 나온다고해서 코성형한 곳으로의 염증 가능성이 높지는 않습니다. 게다가 현재 항생제도 사용하고 있으시네요. 환자분의 상황을 글로만 접한거라 정확한 답이 아닐 수 있어, 진료 보시는 이비인후과에 수술하신 부분 설명하고, 괜찮을지에 대해 다시 한번 물어보시기를 권유합니다. 감사합니다. "
12,콧물,https://www.hidoc.co.kr/healthqna/view/C0000440433,노란콧물,"저번주 토요일부터 흰콧물과 재채기가 심하더니일욜날부터 후두염과 가래,기침,노란콧물이 심해졌습니다월욜날이빈후과가서 치료받고 항생제를 먹고 있습니다집에 어린애가 있써 네블라이저도 수시로하고 식염수로 코세척도 하고요감기걸린지 5일째인데 노란콧물이 나오고 있습니다 코맹맹이소리도 나구요화욜날 다시 이빈후과에 가니 축농증은 아니라고 의사선생님이 노란콧물 나오면 다 축농증은 아니라하셨구요노란콧물이 언제까지 나올지 걱정입니다지금은 후두염.기침은 조금 나아졌는데 코는 여전히 노란콧물이 나옵니디코도자주 풀어서 코도 아프구요제가 걱정이 많은게 제가 5년전에 코성형을 했는데 자가진피로 했습니다혹시나 감기가 오래되서 노란코가 나와서 코성형한게 염증이 날까 걱정이 됩니다","안녕하세요, 하이닥 응급의학과 상담의 한재병 입니다. 노란코가 나온다고해서 코성형한 곳으로의 염증 가능성이 높지는 않습니다. 게다가 현재 항생제도 사용하고 있으시네요. 환자분의 상황을 글로만 접한거라 정확한 답이 아닐 수 있어, 진료 보시는 이비인후과에 수술하신 부분 설명하고, 괜찮을지에 대해 다시 한번 물어보시기를 권유합니다. 감사합니다. "
13,콧물,https://www.hidoc.co.kr/healthqna/view/C0000463516,콧물이 나요.,"안녕하세요.1월 24일에 감기에 심하게 걸리고2주 정도 아프다가 나았습니다.그런데 코쪽은 3개월이 지나도 낮지 않습니다. 투명한 콧물이 입을 통해 나오고 , 숨을 쉬기가 힘듦니다. 코 쪽에 무언가 막혀있는 것 같아요.  병원에 갔더니 코를 청소하는 스프레이와 태블릿을 주었습니다. 2주정도 사용하니 정상 상태로 돌아왔습니다. 그런데 3-4일 지나니까 증상이 서서히 다시 시작됩니다.어떤 질병인가요? 항생제를 더 오래 먹어야 할까요?","안녕하세요, 하이닥 이비인후과 상담의 전성호 입니다. 코의 상태가 걱정되어 질문하신 것 같습니다. 코막힘과  코의 분비물이 목으로 넘어가는 후비루로 치료를 받았던 것으로 보이며,현재의 상태가  부비동염에 의한 것인지,   비염이 원인인지,  코 안에  비용 등 구조적인 문제로 숨쉬기가 힘든 것인지,  아니면  알레르기 등에 의한 증상인지 확실치 않습니다. 코막힘의 원인은  코 안의 진찰과  내시경 소견을 참고하여,  필요하면  부비동 CT등으로 확인할 수 있습니다.   증상이 지속되면 이비인후과에서 다시 진찰을 받고  원인을 찾아보는 것이 좋겠습니다. 답변이 좀 도움이 되었는지요? 감사합니다. ( 이와 같은 답변은 참고사항이며, 법적인 책임이 동반되는 용도로 사용될 수 없습니다.   또한 정확한 검진과 판단은 이비인후과 진찰을 받고 전문의와 상의하여야 합니다.  )"
14,콧물,https://www.hidoc.co.kr/healthqna/view/C0000463516,콧물이 나요.,"안녕하세요.1월 24일에 감기에 심하게 걸리고2주 정도 아프다가 나았습니다.그런데 코쪽은 3개월이 지나도 낮지 않습니다. 투명한 콧물이 입을 통해 나오고 , 숨을 쉬기가 힘듦니다. 코 쪽에 무언가 막혀있는 것 같아요.  병원에 갔더니 코를 청소하는 스프레이와 태블릿을 주었습니다. 2주정도 사용하니 정상 상태로 돌아왔습니다. 그런데 3-4일 지나니까 증상이 서서히 다시 시작됩니다.어떤 질병인가요? 항생제를 더 오래 먹어야 할까요?","안녕하세요, 하이닥 이비인후과 상담의 전성호 입니다. 코의 상태가 걱정되어 질문하신 것 같습니다. 코막힘과  코의 분비물이 목으로 넘어가는 후비루로 치료를 받았던 것으로 보이며,현재의 상태가  부비동염에 의한 것인지,   비염이 원인인지,  코 안에  비용 등 구조적인 문제로 숨쉬기가 힘든 것인지,  아니면  알레르기 등에 의한 증상인지 확실치 않습니다. 코막힘의 원인은  코 안의 진찰과  내시경 소견을 참고하여,  필요하면  부비동 CT등으로 확인할 수 있습니다.   증상이 지속되면 이비인후과에서 다시 진찰을 받고  원인을 찾아보는 것이 좋겠습니다. 답변이 좀 도움이 되었는지요? 감사합니다. ( 이와 같은 답변은 참고사항이며, 법적인 책임이 동반되는 용도로 사용될 수 없습니다.   또한 정확한 검진과 판단은 이비인후과 진찰을 받고 전문의와 상의하여야 합니다.  )"
15,콧물,https://www.hidoc.co.kr/healthqna/view/C0000463516,콧물이 나요.,"안녕하세요.1월 24일에 감기에 심하게 걸리고2주 정도 아프다가 나았습니다.그런데 코쪽은 3개월이 지나도 낮지 않습니다. 투명한 콧물이 입을 통해 나오고 , 숨을 쉬기가 힘듦니다. 코 쪽에 무언가 막혀있는 것 같아요.  병원에 갔더니 코를 청소하는 스프레이와 태블릿을 주었습니다. 2주정도 사용하니 정상 상태로 돌아왔습니다. 그런데 3-4일 지나니까 증상이 서서히 다시 시작됩니다.어떤 질병인가요? 항생제를 더 오래 먹어야 할까요?","안녕하세요, 하이닥 이비인후과 상담의 전성호 입니다. 코의 상태가 걱정되어 질문하신 것 같습니다. 코막힘과  코의 분비물이 목으로 넘어가는 후비루로 치료를 받았던 것으로 보이며,현재의 상태가  부비동염에 의한 것인지,   비염이 원인인지,  코 안에  비용 등 구조적인 문제로 숨쉬기가 힘든 것인지,  아니면  알레르기 등에 의한 증상인지 확실치 않습니다. 코막힘의 원인은  코 안의 진찰과  내시경 소견을 참고하여,  필요하면  부비동 CT등으로 확인할 수 있습니다.   증상이 지속되면 이비인후과에서 다시 진찰을 받고  원인을 찾아보는 것이 좋겠습니다. 답변이 좀 도움이 되었는지요? 감사합니다. ( 이와 같은 답변은 참고사항이며, 법적인 책임이 동반되는 용도로 사용될 수 없습니다.   또한 정확한 검진과 판단은 이비인후과 진찰을 받고 전문의와 상의하여야 합니다.  )"
16,콧물,https://www.hidoc.co.kr/healthqna/view/C0000463516,콧물이 나요.,"안녕하세요.1월 24일에 감기에 심하게 걸리고2주 정도 아프다가 나았습니다.그런데 코쪽은 3개월이 지나도 낮지 않습니다. 투명한 콧물이 입을 통해 나오고 , 숨을 쉬기가 힘듦니다. 코 쪽에 무언가 막혀있는 것 같아요.  병원에 갔더니 코를 청소하는 스프레이와 태블릿을 주었습니다. 2주정도 사용하니 정상 상태로 돌아왔습니다. 그런데 3-4일 지나니까 증상이 서서히 다시 시작됩니다.어떤 질병인가요? 항생제를 더 오래 먹어야 할까요?","안녕하세요, 하이닥 이비인후과 상담의 전성호 입니다. 코의 상태가 걱정되어 질문하신 것 같습니다. 코막힘과  코의 분비물이 목으로 넘어가는 후비루로 치료를 받았던 것으로 보이며,현재의 상태가  부비동염에 의한 것인지,   비염이 원인인지,  코 안에  비용 등 구조적인 문제로 숨쉬기가 힘든 것인지,  아니면  알레르기 등에 의한 증상인지 확실치 않습니다. 코막힘의 원인은  코 안의 진찰과  내시경 소견을 참고하여,  필요하면  부비동 CT등으로 확인할 수 있습니다.   증상이 지속되면 이비인후과에서 다시 진찰을 받고  원인을 찾아보는 것이 좋겠습니다. 답변이 좀 도움이 되었는지요? 감사합니다. ( 이와 같은 답변은 참고사항이며, 법적인 책임이 동반되는 용도로 사용될 수 없습니다.   또한 정확한 검진과 판단은 이비인후과 진찰을 받고 전문의와 상의하여야 합니다.  )"
17,콧물,https://www.hidoc.co.kr/healthqna/view/C0000391035,작은 콧물들이 왼쪽 뇌를 때리거나 한 것 같습니다,아까전 오른쪽 콧구멍에 콧물이 좀 있어서 코를 한 번 삼켰는데 왼쪽 콧구멍은 비어있었지만 작은 콧물들이 왼쪽 뇌를 때리거나 한 것 같습니다. 계속해서 왼쪽 머리 안쪽. 뇌쪽에 통증이 좀 있고 그 전에는 살짝 피냄새도 났었습니다. 그리고 얼마 지나지 않아 맑은 콧물이 10분넘게 나와서 너무 무서워서 검색을 해보니 뇌척수액이 코로 흘러나온다는 말도 있어서 겨우 콧물 삼킨걸로 이렇게 어이없게 뇌를 다친건지 걱정이 되어서 이렇게 질문을 드립니다. 제가 의학적 지식이 하나도 없어서 이런일이 일어날 수도 있는건지도 모르겠습니다. 만약 만에 하나의 확률로도 가능하여 뇌에 충격이 가해진거라면 어느정도의 위험성이 있는지. 병원은 어느과로 가야하는지 물어보고 싶습니다.이걸 쓰는동안에 머리 통증은 좀 가셨지만 그래도 혹시하는 마음이 있어서 걱정이 됩니다. 그냥 기우인지 아닌지 알고 싶습니다.,"안녕하세요, 하이닥 이비인후과 상담의 우원근 입니다. 뇌척수액은 큰 외상이 아니면 아닐 것으로 생각됩니다.  이비인후과에 먼저 가보시는 것이 좋을 것 같습니다.  감사합니다. "
18,콧물,https://www.hidoc.co.kr/healthqna/view/C0000410844,"목에 뭐가 걸린것 같고 콧물이 뒤로 넘어가는 느낌이 나고, 뭐 먹거나 밤이되면 마른 기침이 심해집니다","목에 뭐가 걸린것 같고 콧물이 뒤로 넘어가는 느낌이 나고, 뭐 먹거나 밤이되면 마른 기침이 심해집니다. 천식검사는 받아봤는데 천식은 아니라고 나왔어요. 기침한지는 좀 됐어요. 어디가 안좋은건가요?","안녕하세요, 하이닥 내과 상담의 이창현 입니다. 콧물이 뒤로 넘어가는 후비루 증후군은 만성기침의 주 원인중 하나입니다. 비염에 대한 치료를 먼저 받아보시는게 좋겠습니다. 건강하세요~!"
19,콧물,https://www.hidoc.co.kr/healthqna/view/C0000458627,콧물에서 피가 섞여나왔어요,감기몸살이 심하게 왔는데 코를 푸니까 갑자기 피 섞인 콧물이 나왔어요. 놀라서 휴지를 말아 코에 넣으니까 코가 충혈된것 같았어요.. 왜그런거죠..?,안녕하세요.  하이닥 이비인후과 상담의 석준호입니다. 감기 후에 코피가 많이 나는 경우는 주로 코를 세게 풀거나 다친 뒤 발생하는 코 점막의 찰과상이 주원인 경우가 많습니다.  쉽게 얘기하면 코 안의 피부에 상처가 생긴 것입니다.  우선은 코를 강하게 풀지 하세요.  또한 코안에 휴지를 넣으면 피부가 눌려서 일시적으로 코피가 나는 게 지혈이 될 수 있습니다.  하지만 코피의 원인은 다양하니 명확한 이유는 직접 코안을 봐야 가능할 것으로 생각됩니다. 만약 응급 처치를 하신 후에도 코피가 간헐적으로 난다면 가까운 이비인후과서 진료 받으시길 권유드립니다. 감사합니다. 
20,콧물,https://www.hidoc.co.kr/healthqna/view/C0000354854,콧물이 계속 뒤로 넘어가는 느낌이 듭니다,콧물이 계속 뒤로 넘어가는 느낌이 듭니다아무이상은 없고 자기전에 누워있을때 불편함을느끼는데요 비염때문인지 시간이 안나기도 하고 또 기침이나 다른증상이 없어서 미루고미루다 이렇게 콧물이 뒤로넘어가는증상을 겪은지 세달정도 넘은것같습니다 이비인후과에 가야할까요? 수험생이라 잠이오는약을 먹으면 안되는데 그냥 버티다가 더 불편한 증상이 생길때 가는게 나을까요,"안녕하세요, 하이닥 이비인후과 상담의 최성웅 입니다. 코의 분비물이 목으로 넘어가는 것을 후비루라고 합니다. 비염이나 축농증 등이 후비루를 일으키는 대표적인 원인입니다.  질환의 특성상 증상이 오래 지속되는 경향이 있습니다만, 적절한 치료로 충분히 완치가 가능하니 걱정하실 필요는 없습니다. 수험생이라 하셨는데, 후비루가 지속되는 경우 만성 기침이나 목의 불편감(이물감)과 같은 증상이 나타날 수 있어 공부에 심각한 지장을 초래할 수 있습니다.  증상이 심하지 않을때 치료하는 것이 시간적으로나 경제적으로 가장 효율적인 방법입니다. 지금이라도 가까운 이비이인후과에 내원하시어 치료를 받으시기 바랍니다. "
21,콧물,https://www.hidoc.co.kr/healthqna/view/C0000415026, 콧물이 주구장창 나오고 심하면 농성비루까지 나와 항생제를 가끔 복용하곤 합니다.,"원래 저는 환절기만 되면 비염이 불쑥 찾아오는데 코가 마르고 간지럽기보다는 그냥 콧물이 주구장창 나오고 심하면 농성비루까지 나와 항생제를 가끔 복용하곤 합니다. 그런데 지금은 한여름인데도 불구하고 눈이 간지럽고, 코가 마른 상태로 너무 간지럽습니다. 따로 제가 거부반응을 보이는 물질을 계속해서 접촉해서 그런건가요? 아니면 에어컨 때문에 그런건가요?","안녕하세요, 하이닥 이비인후과 상담의 윤병기 입니다. 한여름에도 환절기처럼 비염을 앓으시나 보네요.  이럴때는 환경적 요인을 생각해 봐야죠.  미세먼지나, 에어컨의 찬바람 등등. . . 요즘은 어딜가도 에어컨 바람을 쐬게되는데, 실제 찬바람 때문에도 비염증상이 생길 수 있지만, 에어컨 공조기나 에어켄 자체에서 나오는 먼지때문에도 자주 그런 증상이 생길 수 있습니다.  혹시, 버스, 지하철 또는 회사 에어컨 노출에 자주 되시는 분이라면 한번 잘 보시기 바랍니다.  언제 어디에서 그런 증상이 시작되는지. . .  너무 힘드시다면 당연히 이비인후과에서 약을 드시면서, 혹은 spray 를 쓰시면서 조절 하시는게 좋습니다 이비인후과를 한번 방문해 보세요 !!"
